"flight_time","altitude","pressure","temperature","RH","dewp","mixingRatio","windDirection","windSpeed","latitude","longitude","range","azimuth","theta"
2049,5782,484.21,-12.44,8.62,-39.3,0.26,303.18,9.73,41.531,1.133,10742,127,47.5131512155938
2050,5785,484.03,-12.46,8.5,-39.46,0.26,303.19,9.71,41.531,1.133,10752,127,47.5225780989561
2051,5788,483.85,-12.49,8.37,-39.63,0.25,303.17,9.69,41.531,1.134,10761,127,47.5197138070909
2052,5791,483.67,-12.51,8.24,-39.79,0.25,303.13,9.68,41.531,1.134,10770,127,47.529161487234
2053,5793,483.49,-12.52,8.13,-39.93,0.25,303.07,9.66,41.531,1.134,10779,127,47.55092506893
2054,5796,483.3,-12.54,8.05,-40.04,0.24,302.98,9.64,41.531,1.134,10788,127,47.5622900554266
2055,5800,483.1,-12.57,7.98,-40.14,0.24,302.88,9.62,41.531,1.134,10798,127,47.5632547516225
2056,5803,482.9,-12.59,7.89,-40.27,0.24,302.75,9.6,41.531,1.134,10808,127,47.5765400116965
2057,5806,482.72,-12.59,7.77,-40.42,0.23,302.6,9.59,41.531,1.134,10818,127,47.6106678064716
2058,5808,482.56,-12.6,7.65,-40.58,0.23,302.43,9.57,41.531,1.134,10828,127,47.6287057605825
2059,5811,482.38,-12.61,7.54,-40.73,0.23,302.23,9.56,41.531,1.134,10838,127,47.6505502517525
2060,5814,482.18,-12.63,7.45,-40.86,0.22,302.02,9.55,41.53,1.134,10847,127,47.6638919482482
2061,5817,481.98,-12.65,7.39,-40.95,0.22,301.79,9.53,41.53,1.134,10856,127,47.6772480619231
2062,5820,481.79,-12.66,7.32,-41.04,0.22,301.55,9.52,41.53,1.135,10865,127,47.7010352271735
2063,5823,481.61,-12.66,7.24,-41.16,0.22,301.29,9.51,41.53,1.135,10875,127,47.7352549459312
2064,5826,481.42,-12.66,7.13,-41.3,0.21,301.02,9.5,41.53,1.135,10884,127,47.7713935996998
2065,5829,481.23,-12.66,7.02,-41.45,0.21,300.74,9.49,41.53,1.135,10893,127,47.807550591382
2066,5832,481.05,-12.67,6.93,-41.57,0.21,300.45,9.49,41.53,1.135,10903,127,47.8294988981859
2067,5835,480.87,-12.67,6.87,-41.66,0.21,300.16,9.48,41.53,1.135,10912,127,47.8637849919708
2068,5838,480.7,-12.67,6.82,-41.73,0.21,299.86,9.48,41.53,1.135,10921,127,47.896181453747
2069,5840,480.53,-12.68,6.79,-41.78,0.2,299.57,9.48,41.53,1.135,10931,127,47.9162662255769
2070,5843,480.36,-12.7,6.77,-41.82,0.2,299.27,9.48,41.53,1.135,10940,127,47.9240355848133
2071,5846,480.18,-12.73,6.78,-41.84,0.2,298.98,9.48,41.53,1.135,10950,127,47.9213941012601
2072,5849,480,-12.76,6.8,-41.83,0.2,298.69,9.48,41.53,1.136,10959,127,47.918761254867
2073,5851,479.83,-12.78,6.83,-41.8,0.2,298.41,9.49,41.53,1.136,10968,127,47.9265589074687
2074,5854,479.65,-12.8,6.87,-41.76,0.21,298.13,9.49,41.53,1.136,10977,127,47.9362768505164
2075,5858,479.44,-12.82,6.91,-41.72,0.21,297.87,9.5,41.53,1.136,10986,127,47.9517402103834
2076,5861,479.24,-12.85,6.95,-41.69,0.21,297.62,9.5,41.53,1.136,10995,127,47.952971770269
2077,5864,479.04,-12.88,6.99,-41.66,0.21,297.38,9.51,41.53,1.136,11004,127,47.954215030442
2078,5867,478.87,-12.9,7.02,-41.62,0.21,297.16,9.52,41.53,1.136,11014,127,47.9620672403105
2079,5869,478.7,-12.91,7.07,-41.57,0.21,296.95,9.52,41.53,1.136,11024,127,47.982269146265
2080,5872,478.54,-12.92,7.13,-41.5,0.21,296.75,9.53,41.53,1.136,11033,127,48.0005680491094
2081,5875,478.38,-12.94,7.22,-41.4,0.21,296.56,9.54,41.53,1.136,11043,127,48.0065355615303
2082,5877,478.21,-12.97,7.31,-41.29,0.22,296.38,9.55,41.53,1.137,11052,127,48.0020847954966
2083,5880,478.03,-12.98,7.41,-41.18,0.22,296.21,9.56,41.53,1.137,11061,127,48.024248317789
2084,5883,477.84,-12.99,7.52,-41.04,0.22,296.04,9.57,41.53,1.137,11071,127,48.0483442915386
2085,5886,477.64,-13,7.68,-40.85,0.23,295.89,9.58,41.529,1.137,11080,127,48.074375450686
2086,5889,477.44,-13.01,7.86,-40.63,0.23,295.75,9.6,41.529,1.137,11089,127,48.1004243200225
2087,5892,477.26,-13.03,8.05,-40.43,0.24,295.61,9.61,41.529,1.137,11099,127,48.1102979474185
2088,5895,477.09,-13.07,8.21,-40.27,0.24,295.47,9.62,41.529,1.137,11109,127,48.0935576949462
2089,5898,476.91,-13.1,8.29,-40.2,0.24,295.33,9.63,41.529,1.137,11119,127,48.0910977297538
2090,5901,476.72,-13.1,8.22,-40.28,0.24,295.19,9.65,41.529,1.137,11128,127,48.1276330957985
2091,5904,476.53,-13.09,8.03,-40.5,0.24,295.04,9.66,41.529,1.138,11137,127,48.1765430457284
2092,5907,476.35,-13.1,7.84,-40.74,0.23,294.9,9.68,41.529,1.138,11146,127,48.1988346579853
2093,5910,476.17,-13.13,7.71,-40.92,0.23,294.74,9.7,41.529,1.138,11155,127,48.1964233835911
2094,5913,475.99,-13.15,7.59,-41.08,0.22,294.58,9.72,41.529,1.138,11165,127,48.2063808157457
2095,5916,475.81,-13.15,7.47,-41.23,0.22,294.42,9.74,41.529,1.138,11175,127,48.2410721611081
2096,5918,475.63,-13.14,7.45,-41.26,0.22,294.24,9.77,41.529,1.138,11184,127,48.288142909939
2097,5921,475.47,-13.16,7.53,-41.16,0.22,294.05,9.8,41.529,1.138,11194,127,48.2942825899867
2098,5924,475.3,-13.19,7.64,-41.04,0.22,293.86,9.83,41.529,1.138,11204,127,48.2899960706815
2099,5926,475.13,-13.22,7.72,-40.97,0.23,293.65,9.86,41.529,1.138,11213,127,48.2857170634873
2100,5929,474.96,-13.23,7.79,-40.9,0.23,293.43,9.9,41.529,1.138,11223,127,48.3061805847955
2101,5932,474.78,-13.25,7.88,-40.8,0.23,293.2,9.93,41.529,1.139,11232,126,48.3162202920226
2102,5935,474.6,-13.28,8.01,-40.67,0.23,292.96,9.97,41.529,1.139,11241,126,48.3139014153389
2103,5938,474.41,-13.3,8.14,-40.53,0.24,292.72,10.02,41.529,1.139,11250,126,48.3258969273492
2104,5941,474.2,-13.33,8.28,-40.39,0.24,292.48,10.07,41.529,1.139,11260,126,48.3294022696401
2105,5945,473.98,-13.37,8.43,-40.25,0.24,292.23,10.12,41.529,1.139,11269,126,48.3224823078382
2106,5948,473.78,-13.4,8.57,-40.11,0.25,291.98,10.17,41.529,1.139,11279,126,48.3240779202763
2107,5951,473.6,-13.41,8.66,-40.02,0.25,291.74,10.22,41.529,1.139,11289,126,48.346566261684
2108,5954,473.41,-13.42,8.69,-39.99,0.25,291.5,10.28,41.529,1.139,11298,126,48.3710072502967
2109,5957,473.2,-13.43,8.66,-40.04,0.25,291.26,10.34,41.529,1.139,11308,126,48.3993430027554
2110,5961,472.98,-13.44,8.56,-40.15,0.25,291.03,10.4,41.529,1.14,11319,126,48.4296392626422
2111,5965,472.75,-13.45,8.45,-40.29,0.24,290.81,10.47,41.529,1.14,11329,126,48.4618993088237
2112,5968,472.54,-13.46,8.36,-40.4,0.24,290.6,10.53,41.529,1.14,11338,126,48.4902985147418
2113,5971,472.34,-13.5,8.3,-40.49,0.24,290.4,10.6,41.528,1.14,11348,126,48.4796131287147
2114,5974,472.15,-13.54,8.24,-40.6,0.24,290.23,10.67,41.528,1.14,11359,126,48.4669928204602
2115,5977,471.97,-13.56,8.11,-40.76,0.23,290.07,10.73,41.528,1.14,11369,126,48.4772151120903
2116,5980,471.79,-13.53,7.87,-41.03,0.23,289.93,10.8,41.528,1.14,11380,126,48.5494049921435
2117,5983,471.6,-13.49,7.52,-41.44,0.22,289.81,10.87,41.528,1.14,11390,126,48.6359599981449
2118,5986,471.41,-13.47,7.12,-41.94,0.21,289.71,10.93,41.528,1.141,11401,126,48.6977575365311
2119,5989,471.24,-13.46,6.8,-42.36,0.2,289.62,11,41.528,1.141,11412,126,48.7432854068271
2120,5991,471.08,-13.45,6.62,-42.6,0.19,289.56,11.07,41.528,1.141,11423,126,48.7868807424201
2121,5994,470.93,-13.44,6.55,-42.7,0.19,289.52,11.13,41.528,1.141,11434,126,48.8285407767441
2122,5997,470.75,-13.47,6.53,-42.75,0.19,289.5,11.2,41.528,1.141,11445,126,48.8264759348235
2123,6000,470.58,-13.49,6.55,-42.74,0.19,289.5,11.26,41.528,1.141,11456,126,48.8348677497157
2124,6002,470.4,-13.54,6.6,-42.7,0.19,289.51,11.32,41.528,1.141,11466,126,48.8080186320726
2125,6005,470.23,-13.58,6.64,-42.68,0.19,289.55,11.38,41.528,1.141,11476,126,48.7916222131906
2126,6008,470.06,-13.58,6.58,-42.76,0.19,289.6,11.44,41.528,1.142,11487,126,48.8248476432145
2127,6011,469.9,-13.57,6.42,-42.99,0.18,289.67,11.5,41.528,1.142,11497,126,48.8685381165267
2128,6013,469.73,-13.59,6.21,-43.3,0.18,289.75,11.55,41.528,1.142,11508,126,48.8769815309781
2129,6016,469.56,-13.62,6.01,-43.64,0.17,289.84,11.61,41.528,1.142,11519,126,48.8730273621701
2130,6019,469.36,-13.64,5.81,-43.97,0.17,289.95,11.66,41.528,1.142,11531,126,48.887364518122
2131,6022,469.17,-13.64,5.62,-44.28,0.16,290.06,11.71,41.528,1.142,11542,126,48.9245797533605
2132,6025,468.98,-13.65,5.47,-44.53,0.16,290.19,11.77,41.528,1.142,11554,126,48.9494020576339
2133,6028,468.81,-13.67,5.39,-44.68,0.15,290.33,11.82,41.528,1.142,11565,126,48.9579052072573
2134,6031,468.65,-13.67,5.35,-44.75,0.15,290.47,11.87,41.528,1.143,11576,126,48.9892867105046
2135,6033,468.49,-13.66,5.3,-44.83,0.15,290.62,11.92,41.528,1.143,11588,126,49.0330980004434
2136,6036,468.31,-13.65,5.21,-44.98,0.15,290.77,11.97,41.528,1.143,11599,126,49.0808529020566
2137,6039,468.14,-13.68,5.1,-45.2,0.15,290.93,12.01,41.528,1.143,11611,126,49.0769885730294
2138,6042,467.96,-13.75,5.01,-45.4,0.14,291.09,12.06,41.528,1.143,11623,126,49.0254171780374
2139,6045,467.78,-13.81,4.95,-45.57,0.14,291.26,12.11,41.528,1.143,11636,126,48.9862655691616
2140,6048,467.6,-13.84,4.88,-45.71,0.14,291.43,12.15,41.528,1.143,11648,126,48.9843833451088
2141,6051,467.42,-13.85,4.81,-45.86,0.14,291.6,12.2,41.528,1.144,11659,126,49.0073586781987
2142,6054,467.23,-13.84,4.75,-45.97,0.13,291.78,12.24,41.527,1.144,11671,126,49.0571678967295
2143,6057,467.05,-13.83,4.69,-46.07,0.13,291.96,12.29,41.527,1.144,11682,126,49.1050303169034
2144,6060,466.87,-13.82,4.63,-46.18,0.13,292.14,12.33,41.527,1.144,11693,126,49.1529130302388
2145,6062,466.7,-13.84,4.56,-46.35,0.13,292.32,12.37,41.527,1.144,11704,126,49.1615560209257
2146,6065,466.53,-13.9,4.49,-46.52,0.13,292.51,12.41,41.527,1.144,11717,126,49.1204860237638
2147,6068,466.35,-13.96,4.44,-46.67,0.12,292.7,12.45,41.527,1.144,11729,126,49.0813881975639
2148,6071,466.15,-14,4.38,-46.81,0.12,292.89,12.49,41.527,1.145,11742,126,49.0711042641419
2149,6074,465.96,-14,4.3,-46.98,0.12,293.08,12.53,41.527,1.145,11756,126,49.1085972174812
2150,6077,465.78,-13.99,4.22,-47.15,0.12,293.27,12.57,41.527,1.145,11768,126,49.1565715754494
2151,6080,465.6,-13.99,4.15,-47.3,0.12,293.47,12.61,41.527,1.145,11781,126,49.1921283765323
2152,6083,465.42,-14.02,4.09,-47.44,0.11,293.66,12.65,41.527,1.145,11793,126,49.1903848582786
2153,6086,465.24,-14.08,4.05,-47.57,0.11,293.86,12.69,41.527,1.145,11805,126,49.1513286760156
2154,6089,465.06,-14.12,4,-47.72,0.11,294.07,12.73,41.527,1.145,11816,126,49.137157865
2155,6092,464.9,-14.15,3.93,-47.9,0.11,294.27,12.76,41.527,1.146,11828,126,49.1314801716445
2156,6094,464.73,-14.17,3.83,-48.14,0.11,294.47,12.8,41.527,1.146,11840,126,49.1402328932201
2157,6097,464.55,-14.18,3.71,-48.42,0.1,294.67,12.84,41.527,1.146,11853,126,49.1634222686548
2158,6100,464.37,-14.19,3.61,-48.69,0.1,294.87,12.88,41.527,1.146,11865,126,49.1866266435696
2159,6103,464.18,-14.2,3.51,-48.93,0.1,295.07,12.92,41.527,1.146,11878,126,49.2118280384421
2160,6107,463.99,-14.22,3.43,-49.15,0.1,295.27,12.96,41.527,1.146,11891,126,49.2245960781262
2161,6110,463.8,-14.21,3.35,-49.34,0.09,295.48,13,41.527,1.146,11904,126,49.2747332764511
2162,6113,463.61,-14.2,3.28,-49.52,0.09,295.68,13.04,41.527,1.146,11916,126,49.3248932366729
2163,6116,463.42,-14.19,3.22,-49.7,0.09,295.88,13.09,41.527,1.147,11929,126,49.3750759796902
2164,6119,463.23,-14.2,3.15,-49.89,0.09,296.08,13.13,41.526,1.147,11942,126,49.4003693527002
2165,6122,463.05,-14.23,3.08,-50.09,0.09,296.28,13.18,41.526,1.147,11955,126,49.39877657471
2166,6125,462.88,-14.27,3.01,-50.32,0.08,296.47,13.22,41.526,1.147,11968,126,49.382745851479
2167,6128,462.71,-14.3,2.93,-50.59,0.08,296.66,13.27,41.526,1.147,11981,126,49.3791807212219
2168,6130,462.54,-14.3,2.82,-50.92,0.08,296.85,13.32,41.526,1.147,11995,126,49.413007884832
2169,6133,462.36,-14.28,2.73,-51.18,0.08,297.03,13.37,41.526,1.147,12008,126,49.4737678478745
2170,6136,462.18,-14.26,2.7,-51.25,0.08,297.22,13.42,41.526,1.148,12022,125,49.5345512877477
2171,6139,462,-14.25,2.76,-51.05,0.08,297.4,13.48,41.526,1.148,12035,125,49.582892682184
2172,6142,461.82,-14.26,2.88,-50.7,0.08,297.58,13.53,41.526,1.148,12049,125,49.606320963138
2173,6145,461.63,-14.26,3.02,-50.28,0.08,297.76,13.59,41.526,1.148,12062,125,49.6442284021371
2174,6148,461.45,-14.26,3.19,-49.82,0.09,297.93,13.64,41.526,1.148,12076,125,49.6801592168302
2175,6151,461.27,-14.27,3.38,-49.31,0.09,298.1,13.7,41.526,1.148,12089,125,49.7036368822939
2176,6154,461.09,-14.29,3.6,-48.78,0.1,298.27,13.75,41.526,1.148,12102,125,49.7146572467862
2177,6157,460.91,-14.32,3.81,-48.3,0.11,298.44,13.81,41.526,1.149,12115,125,49.713216154402
2178,6160,460.74,-14.34,3.98,-47.93,0.11,298.6,13.86,41.526,1.149,12129,125,49.722260101631
2179,6163,460.56,-14.34,4.09,-47.67,0.11,298.76,13.91,41.526,1.149,12142,125,49.7582690430517
2180,6166,460.39,-14.32,4.17,-47.49,0.12,298.92,13.97,41.526,1.149,12156,125,49.8172500382353
2181,6169,460.21,-14.31,4.25,-47.33,0.12,299.07,14.02,41.526,1.149,12170,125,49.8657763242775
2182,6172,460.03,-14.32,4.32,-47.18,0.12,299.23,14.07,41.525,1.149,12184,125,49.8893620158735
2183,6175,459.84,-14.33,4.37,-47.08,0.12,299.38,14.12,41.525,1.149,12199,125,49.914968140304
2184,6178,459.66,-14.36,4.4,-47.04,0.12,299.53,14.17,41.525,1.15,12213,125,49.9136182485704
2185,6181,459.48,-14.39,4.41,-47.05,0.12,299.68,14.21,41.525,1.15,12227,125,49.9122781598142
2186,6184,459.3,-14.42,4.4,-47.09,0.12,299.83,14.26,41.525,1.15,12241,125,49.9109478839861
2187,6187,459.12,-14.45,4.37,-47.16,0.12,299.97,14.3,41.525,1.15,12256,125,49.909627431051
2188,6189,458.95,-14.46,4.33,-47.25,0.12,300.11,14.34,41.525,1.15,12270,125,49.9312861021486
2189,6192,458.79,-14.47,4.29,-47.35,0.12,300.26,14.37,41.525,1.15,12285,125,49.9509484487796
2190,6195,458.64,-14.47,4.24,-47.44,0.12,300.4,14.41,41.525,1.151,12300,125,49.9811035498473
2191,6197,458.47,-14.48,4.19,-47.56,0.11,300.54,14.44,41.525,1.151,12315,125,50.0028018002436
2192,6200,458.3,-14.5,4.13,-47.7,0.11,300.68,14.47,41.525,1.151,12330,125,50.0120195239953
2193,6203,458.13,-14.5,4.06,-47.87,0.11,300.82,14.5,41.525,1.151,12345,125,50.0462392792751
2194,6206,457.96,-14.48,3.97,-48.04,0.11,300.95,14.53,41.525,1.151,12359,125,50.1054690180043
2195,6209,457.79,-14.43,3.87,-48.25,0.11,301.09,14.55,41.525,1.151,12373,125,50.2022148527148
2196,6212,457.61,-14.39,3.74,-48.51,0.1,301.23,14.58,41.525,1.151,12388,125,50.2885079909215
2197,6215,457.42,-14.36,3.61,-48.81,0.1,301.37,14.6,41.524,1.152,12402,125,50.3643482423918
2198,6218,457.24,-14.37,3.49,-49.1,0.1,301.51,14.62,41.524,1.152,12417,125,50.3881882946312
2199,6221,457.06,-14.4,3.41,-49.33,0.09,301.65,14.64,41.524,1.152,12432,125,50.3870362378159
2200,6223,456.89,-14.44,3.35,-49.51,0.09,301.79,14.66,41.524,1.152,12447,125,50.371367973873
2201,6226,456.72,-14.47,3.31,-49.65,0.09,301.93,14.68,41.524,1.152,12462,125,50.368212020274
2202,6229,456.54,-14.49,3.28,-49.72,0.09,302.08,14.7,41.524,1.152,12477,125,50.3795948444834
2203,6232,456.36,-14.48,3.27,-49.74,0.09,302.22,14.72,41.524,1.153,12491,125,50.4285184415945
2204,6235,456.18,-14.44,3.27,-49.74,0.09,302.36,14.74,41.524,1.153,12505,125,50.5149955006292
2205,6238,456.01,-14.43,3.25,-49.77,0.09,302.5,14.76,41.524,1.153,12519,125,50.5619398880285
2206,6241,455.83,-14.46,3.24,-49.82,0.09,302.65,14.78,41.524,1.153,12534,125,50.5608766474708
2207,6244,455.65,-14.51,3.23,-49.89,0.09,302.79,14.8,41.524,1.153,12548,125,50.5347937079294
2208,6247,455.48,-14.54,3.21,-49.96,0.09,302.93,14.83,41.524,1.153,12563,125,50.5317195758182
2209,6250,455.3,-14.56,3.19,-50.04,0.09,303.08,14.85,41.524,1.153,12577,125,50.5432005376767
2210,6253,455.11,-14.56,3.17,-50.08,0.09,303.22,14.88,41.524,1.154,12592,125,50.5817625773271
2211,6256,454.92,-14.54,3.16,-50.11,0.09,303.36,14.9,41.523,1.154,12607,125,50.6453865277011
2212,6259,454.75,-14.52,3.15,-50.11,0.09,303.5,14.93,41.523,1.154,12622,125,50.7049720414964
2213,6262,454.58,-14.52,3.17,-50.07,0.09,303.63,14.96,41.523,1.154,12637,125,50.7395329470305
2214,6264,454.42,-14.56,3.21,-49.99,0.09,303.77,14.99,41.523,1.154,12653,125,50.7219778936649
2215,6267,454.26,-14.61,3.26,-49.89,0.09,303.9,15.02,41.523,1.154,12668,125,50.6919017064
2216,6270,454.08,-14.66,3.3,-49.81,0.09,304.03,15.06,41.523,1.154,12684,125,50.6658980698251
2217,6273,453.91,-14.69,3.33,-49.75,0.09,304.16,15.09,41.523,1.155,12699,125,50.6629201546506
2218,6276,453.73,-14.69,3.35,-49.69,0.09,304.29,15.13,41.523,1.155,12713,125,50.6995775499094
2219,6279,453.56,-14.68,3.36,-49.65,0.09,304.41,15.17,41.523,1.155,12728,125,50.746746900357
2220,6282,453.39,-14.67,3.38,-49.62,0.09,304.52,15.21,41.523,1.155,12743,125,50.7939356245159
2221,6285,453.21,-14.71,3.4,-49.59,0.09,304.63,15.25,41.523,1.155,12758,125,50.7805136407979
2222,6288,453.03,-14.77,3.42,-49.57,0.09,304.74,15.3,41.523,1.155,12773,125,50.742028053349
2223,6291,452.85,-14.82,3.44,-49.56,0.09,304.85,15.34,41.523,1.155,12789,125,50.7160810793019
2224,6293,452.69,-14.84,3.45,-49.54,0.09,304.95,15.39,41.522,1.156,12804,125,50.7236698002533
2225,6296,452.55,-14.84,3.47,-49.5,0.09,305.05,15.43,41.522,1.156,12819,125,50.7522617043989
2226,6298,452.41,-14.82,3.5,-49.41,0.09,305.14,15.48,41.522,1.156,12835,125,50.8059457642844
2227,6301,452.25,-14.82,3.55,-49.29,0.1,305.24,15.53,41.522,1.156,12850,125,50.838651689584
2228,6304,452.08,-14.85,3.62,-49.13,0.1,305.33,15.58,41.522,1.156,12866,125,50.8357890243714
2229,6306,451.91,-14.88,3.7,-48.98,0.1,305.41,15.63,41.522,1.156,12881,125,50.8329350891573
2230,6309,451.75,-14.89,3.76,-48.84,0.1,305.49,15.68,41.522,1.157,12896,125,50.8531343186728
2231,6312,451.59,-14.89,3.8,-48.72,0.1,305.56,15.74,41.522,1.157,12911,125,50.8858928087419
2232,6315,451.42,-14.9,3.84,-48.64,0.1,305.63,15.79,41.522,1.157,12927,125,50.9081668202434
2233,6317,451.26,-14.93,3.86,-48.61,0.1,305.7,15.84,41.522,1.157,12943,125,50.9033063176204
2234,6320,451.11,-14.96,3.87,-48.62,0.1,305.76,15.9,41.522,1.157,12959,125,50.896402993943
2235,6322,450.95,-14.98,3.88,-48.61,0.1,305.81,15.96,41.522,1.157,12975,125,50.9041084185608
2236,6325,450.77,-14.99,3.91,-48.57,0.1,305.86,16.01,41.521,1.157,12992,125,50.9284805785333
2237,6329,450.58,-15.01,3.94,-48.51,0.11,305.9,16.07,41.521,1.158,13008,125,50.9423667978471
2238,6332,450.4,-15.04,3.97,-48.45,0.11,305.94,16.13,41.521,1.158,13025,125,50.9416580308973
2239,6335,450.2,-15.08,4.03,-48.35,0.11,305.97,16.19,41.521,1.158,13041,125,50.9325107521257
2240,6338,450.01,-15.09,4.13,-48.14,0.11,305.99,16.25,41.521,1.158,13057,125,50.9589972138031
2241,6341,449.83,-15.09,4.27,-47.85,0.11,306.01,16.31,41.521,1.158,13073,125,50.996006189224
2242,6344,449.67,-15.08,4.4,-47.57,0.12,306.01,16.37,41.521,1.158,13089,125,51.0414811933946
2243,6347,449.51,-15.1,4.52,-47.34,0.12,306.01,16.43,41.521,1.159,13106,125,51.0492835194144
2244,6349,449.35,-15.14,4.64,-47.13,0.12,306,16.5,41.521,1.159,13123,125,51.031966397714
2245,6352,449.17,-15.17,4.79,-46.89,0.13,305.98,16.56,41.521,1.159,13139,125,51.0313396628724
2246,6356,448.97,-15.17,4.95,-46.58,0.13,305.95,16.62,41.521,1.159,13156,125,51.0725480429381
2247,6359,448.79,-15.16,5.12,-46.27,0.14,305.92,16.69,41.521,1.159,13172,125,51.1222249426498
2248,6362,448.62,-15.17,5.27,-46.01,0.14,305.87,16.75,41.52,1.159,13188,125,51.1447195164085
2249,6364,448.45,-15.22,5.4,-45.83,0.14,305.82,16.82,41.52,1.159,13204,125,51.1169408662734
2250,6368,448.27,-15.25,5.49,-45.7,0.14,305.76,16.88,41.52,1.16,13221,125,51.1163767011783
2251,6371,448.08,-15.28,5.57,-45.59,0.15,305.7,16.94,41.52,1.16,13237,125,51.1178884328307
2252,6374,447.89,-15.29,5.65,-45.47,0.15,305.62,17.01,41.52,1.16,13254,125,51.1445651851911
2253,6377,447.72,-15.3,5.73,-45.35,0.15,305.55,17.07,41.52,1.16,13271,125,51.1671254507322
2254,6379,447.56,-15.29,5.81,-45.22,0.15,305.46,17.13,41.52,1.16,13288,125,51.2127899320336
2255,6382,447.39,-15.28,5.9,-45.06,0.15,305.38,17.19,41.52,1.16,13306,125,51.2605416448243
2256,6385,447.22,-15.29,6.06,-44.84,0.16,305.29,17.24,41.52,1.161,13324,125,51.2831497585686
2257,6388,447.04,-15.33,6.26,-44.56,0.16,305.2,17.3,41.52,1.161,13342,125,51.2700941157203
2258,6391,446.87,-15.38,6.51,-44.24,0.17,305.11,17.35,41.52,1.161,13360,125,51.242389743718
2259,6394,446.7,-15.42,6.79,-43.87,0.18,305.02,17.4,41.519,1.161,13377,125,51.2272748647827
2260,6397,446.54,-15.44,7.08,-43.5,0.18,304.93,17.44,41.519,1.161,13394,125,51.2352675927797
2261,6399,446.38,-15.45,7.35,-43.16,0.19,304.84,17.49,41.519,1.162,13411,125,51.2558589585261
2262,6402,446.22,-15.45,7.62,-42.83,0.2,304.76,17.53,41.519,1.162,13429,125,51.2890528352274
2263,6405,446.05,-15.47,7.9,-42.5,0.2,304.67,17.56,41.519,1.162,13447,125,51.2991557654512
2264,6408,445.88,-15.49,8.17,-42.2,0.21,304.6,17.59,41.519,1.162,13466,125,51.3092705063748
2265,6411,445.71,-15.5,8.41,-41.93,0.22,304.52,17.62,41.519,1.162,13484,125,51.3319909751506
2266,6413,445.55,-15.51,8.71,-41.61,0.22,304.46,17.65,41.519,1.162,13502,125,51.3526473660671
2267,6416,445.41,-15.52,9.13,-41.17,0.24,304.4,17.67,41.519,1.163,13520,125,51.3691576423373
2268,6418,445.28,-15.55,9.63,-40.68,0.25,304.34,17.69,41.519,1.163,13538,125,51.3584025566206
2269,6421,445.13,-15.58,10.08,-40.27,0.26,304.29,17.7,41.519,1.163,13556,125,51.3518123580611
2270,6423,444.98,-15.59,10.35,-40.03,0.27,304.24,17.71,41.518,1.163,13574,125,51.3704280061154
2271,6426,444.81,-15.61,10.53,-39.87,0.27,304.2,17.72,41.518,1.163,13592,125,51.3806181473036
2272,6429,444.63,-15.63,10.65,-39.78,0.27,304.17,17.73,41.518,1.164,13610,125,51.3929033328598
2273,6432,444.46,-15.65,10.71,-39.74,0.27,304.14,17.73,41.518,1.164,13628,125,51.403118131459
2274,6435,444.3,-15.67,10.74,-39.74,0.27,304.11,17.73,41.518,1.164,13646,125,51.4112599671879
2275,6437,444.14,-15.69,10.82,-39.67,0.28,304.09,17.73,41.518,1.164,13664,125,51.4194120617885
2276,6440,443.98,-15.71,11.01,-39.53,0.28,304.07,17.73,41.518,1.164,13682,125,51.4275744243763
2277,6443,443.81,-15.74,11.28,-39.31,0.29,304.06,17.72,41.518,1.164,13699,125,51.4252250840455
2278,6446,443.64,-15.77,11.56,-39.1,0.29,304.04,17.72,41.518,1.165,13716,125,51.4228849436656
2279,6449,443.47,-15.81,11.84,-38.9,0.3,304.03,17.71,41.518,1.165,13733,125,51.4079419839066
2280,6452,443.3,-15.84,12.19,-38.64,0.31,304.02,17.7,41.518,1.165,13751,125,51.4056188908526
2281,6454,443.14,-15.87,12.71,-38.25,0.32,304.01,17.7,41.517,1.165,13768,125,51.4012147538836
2282,6457,442.98,-15.89,13.38,-37.76,0.34,303.99,17.69,41.517,1.165,13786,125,51.4094343474933
2283,6460,442.81,-15.9,14.09,-37.26,0.35,303.98,17.68,41.517,1.165,13804,125,51.432373550159
2284,6463,442.64,-15.9,14.67,-36.86,0.37,303.97,17.68,41.517,1.166,13822,125,51.4679463114381
2285,6465,442.49,-15.92,15.03,-36.64,0.38,303.96,17.67,41.517,1.166,13840,125,51.4741086405392
2286,6468,442.34,-15.94,15.19,-36.55,0.38,303.94,17.67,41.517,1.166,13857,125,51.4802797709277
2287,6470,442.19,-15.95,15.22,-36.54,0.38,303.93,17.66,41.517,1.166,13874,125,51.4990821471153
2288,6473,442.03,-15.95,15.18,-36.56,0.38,303.91,17.66,41.517,1.166,13892,125,51.5326157506869
2289,6476,441.87,-15.96,15.13,-36.61,0.38,303.89,17.66,41.517,1.166,13909,125,51.5535399148283
2290,6478,441.72,-16,15.1,-36.66,0.38,303.87,17.65,41.517,1.167,13927,125,51.5345001851392
2291,6481,441.56,-16.04,15.09,-36.7,0.38,303.86,17.65,41.517,1.167,13946,125,51.5175628426128
2292,6484,441.4,-16.08,15.06,-36.75,0.37,303.84,17.65,41.516,1.167,13964,125,51.5006306914029
2293,6487,441.24,-16.09,15.02,-36.79,0.37,303.83,17.65,41.516,1.167,13981,125,51.5215942990137
